"Time (s)","Magnetic Field x (µT)","Magnetic Field y (µT)","Magnetic Field z (µT)","Absolute field (µT)"
9.861273667E0,1.063778381E2,-3.400605774E2,1.316107788E2,3.798405427E2
9.871261667E0,1.072855225E2,-3.414066467E2,1.327495880E2,3.816950810E2
9.881250667E0,1.081728821E2,-3.429163513E2,1.338672028E2,3.836840163E2
9.891238667E0,1.093941650E2,-3.442240295E2,1.349468384E2,3.855747853E2
9.901226667E0,1.103835144E2,-3.458690491E2,1.359286041E2,3.876680342E2
9.911215667E0,1.116499939E2,-3.470105286E2,1.371225891E2,3.894671135E2
9.921203667E0,1.128400879E2,-3.485328064E2,1.382185822E2,3.915512470E2
9.931191667E0,1.139742432E2,-3.503262634E2,1.394873810E2,3.939230235E2
9.941180667E0,1.153844604E2,-3.517051697E2,1.408776093E2,3.960512604E2
9.951168667E0,1.164400024E2,-3.534304504E2,1.425463104E2,3.984856435E2
9.961156667E0,1.176629639E2,-3.547184753E2,1.442717743E2,4.006046863E2
9.971145667E0,1.189681396E2,-3.563587341E2,1.457540283E2,4.029754365E2
9.981133667E0,1.200524597E2,-3.583303528E2,1.477657318E2,4.057683407E2
9.991121667E0,1.211956177E2,-3.601746521E2,1.494605103E2,4.083535256E2
1.000111067E1,1.224153442E2,-3.623493347E2,1.510261078E2,4.112072982E2
