"Time (s)";"Acceleration x (m/s^2)";"Acceleration y (m/s^2)";"Acceleration z (m/s^2)";"Absolute acceleration (m/s^2)"
2.912339000E0;-1.450483704E-1;1.196012878E0;9.671837311E0;9.746585187E0
2.922327000E0;-1.517843628E-1;1.188378754E0;9.675130463E0;9.749022106E0
2.932316000E0;-1.613644409E-1;1.164428558E0;9.676627350E0;9.747771500E0
2.942304000E0;-1.878593445E-1;1.177601166E0;9.681567078E0;9.754730992E0
2.952294000E0;-2.007325745E-1;1.182690582E0;9.686656494E0;9.760653903E0
2.962282000E0;-2.028282166E-1;1.172212372E0;9.676327972E0;9.749181717E0
2.972272375E0;-1.950444031E-1;1.173110504E0;9.680968323E0;9.753736630E0
2.982261375E0;-1.935475159E-1;1.182391205E0;9.686806183E0;9.760621068E0
2.992249375E0;-1.975891113E-1;1.191073151E0;9.697134705E0;9.772006866E0
3.002236375E0;-1.784289551E-1;1.190175018E0;9.680668945E0;9.755188604E0
3.012224375E0;-1.640588379E-1;1.193318481E0;9.676178284E0;9.750864089E0
3.022213375E0;-1.570234680E-1;1.190324707E0;9.671837311E0;9.746074402E0
3.032201375E0;-1.483415222E-1;1.199156342E0;9.680968323E0;9.756081632E0
3.042190375E0;-1.679507446E-1;1.194066925E0;9.684560852E0;9.759340253E0
3.052178375E0;-1.911524963E-1;1.185534668E0;9.680219879E0;9.754418929E0
3.062167375E0;-2.309696960E-1;1.181642761E0;9.684111786E0;9.758670386E0
3.072155375E0;-2.625540161E-1;1.165775757E0;9.686506805E0;9.759937593E0
3.082144375E0;-2.707868958E-1;1.158291321E0;9.692943420E0;9.765660064E0
3.092133375E0;-2.785707092E-1;1.161584473E0;9.683063965E0;9.756464927E0
3.102121375E0;-2.736309814E-1;1.162482605E0;9.680668945E0;9.754055103E0
3.112110375E0;-2.642005920E-1;1.160386963E0;9.675130463E0;9.748048488E0
3.122099375E0;-2.395019531E-1;1.162632294E0;9.688303070E0;9.760752605E0
3.132087375E0;-2.037263489E-1;1.177152100E0;9.687255249E0;9.760640642E0
3.142076375E0;-1.706451416E-1;1.182091827E0;9.678423615E0;9.751838007E0
3.152063375E0;-1.333726501E-1;1.189725952E0;9.671238556E0;9.745054710E0
3.162052375E0;-1.056802368E-1;1.202150116E0;9.672885132E0;9.747873614E0
3.172041375E0;-9.505233765E-2;1.185534668E0;9.669591980E0;9.742460493E0
3.182029375E0;-1.196012878E-1;1.192270660E0;9.677375793E0;9.751277662E0
3.192017375E0;-1.441502380E-1;1.192270660E0;9.681417389E0;9.755620497E0
3.202006375E0;-1.634600830E-1;1.176403656E0;9.683662720E0;9.756227162E0
3.211995375E0;-1.933978271E-1;1.188079376E0;9.672136688E0;9.746751430E0
3.221983375E0;-2.179467773E-1;1.174457703E0;9.683363342E0;9.756760595E0
3.231972375E0;-2.252815247E-1;1.174757080E0;9.697284393E0;9.770779425E0
3.241961375E0;-2.275268555E-1;1.160985718E0;9.676327972E0;9.748383422E0
