"Time (s)";"Acceleration x (m/s^2)";"Acceleration y (m/s^2)";"Acceleration z (m/s^2)";"Absolute acceleration (m/s^2)"
2.217463833E0;7.388186188E0;-7.394622803E-2;6.459517365E0;9.814078040E0
2.227539833E0;7.401059418E0;-7.828720093E-2;6.470145264E0;9.830797990E0
2.237615833E0;7.415579224E0;-7.319778442E-2;6.458619232E0;9.834120984E0
2.247692208E0;7.400610352E0;-7.155120850E-2;6.462960205E0;9.825681033E0
2.257768208E0;7.417824554E0;-7.424560547E-2;6.469396820E0;9.842902455E0
2.267844208E0;7.410639496E0;-6.855743408E-2;6.466253357E0;9.835380538E0
2.277920208E0;7.403903503E0;-7.394622803E-2;6.458170166E0;9.825030128E0
2.287996208E0;7.411687317E0;-7.319778442E-2;6.478527832E0;9.844277001E0
2.298072208E0;7.405999146E0;-8.577163696E-2;6.468049622E0;9.833201209E0
2.308148208E0;7.385042725E0;-8.487350464E-2;6.454877014E0;9.808745935E0
2.318224208E0;7.400161285E0;-7.664062500E-2;6.471342773E0;9.830897117E0
2.328300208E0;7.416477356E0;-6.571334839E-2;6.468498688E0;9.841236197E0
2.338376208E0;7.406897278E0;-7.454498291E-2;6.451284485E0;9.822767214E0
2.348452208E0;7.418872375E0;-7.394622803E-2;6.458469543E0;9.836511791E0
2.358528208E0;7.421866150E0;-7.574249268E-2;6.472091217E0;9.847730642E0
2.368604208E0;7.396419067E0;-7.828720093E-2;6.457122345E0;9.818735809E0
2.378680208E0;7.405999146E0;-8.038284302E-2;6.467600555E0;9.832860301E0
2.388756208E0;7.406448212E0;-8.053253174E-2;6.466253357E0;9.832313719E0
2.398832208E0;7.409142609E0;-8.232879639E-2;6.460565186E0;9.830619245E0
2.408907208E0;7.404801636E0;-7.110214233E-2;6.457870789E0;9.825489194E0
2.418983208E0;7.416776733E0;-6.376739502E-2;6.469995575E0;9.842432938E0
2.429059208E0;7.403604126E0;-8.008346558E-2;6.460265808E0;9.826230291E0
2.439135208E0;7.395820313E0;-7.798782349E-2;6.461014252E0;9.820842395E0
2.449211208E0;7.402406616E0;-7.484436035E-2;6.471791840E0;9.832869114E0
2.459287208E0;7.398814087E0;-8.202941895E-2;6.464307404E0;9.825296379E0
2.469363208E0;7.399562531E0;-7.753875732E-2;6.457571411E0;9.821393304E0
2.479439208E0;7.418423309E0;-7.035369873E-2;6.458768921E0;9.836343325E0
2.489515208E0;7.417225800E0;-6.750961304E-2;6.455475769E0;9.833258032E0
2.499591208E0;7.402855682E0;-7.619155884E-2;6.450536041E0;9.819240939E0
2.509667208E0;7.416776733E0;-7.634124756E-2;6.462211761E0;9.837407481E0
2.519743208E0;7.401059418E0;-7.289840698E-2;6.463109894E0;9.826127629E0
2.529819208E0;7.403304749E0;-8.262817383E-2;6.465504913E0;9.829471115E0
2.539895208E0;7.404352570E0;-8.232879639E-2;6.460116119E0;9.826714369E0
2.549971208E0;7.417974243E0;-7.574249268E-2;6.470594330E0;9.843813782E0
2.560047208E0;7.403903503E0;-7.289840698E-2;6.463708649E0;9.828663732E0
2.570123208E0;7.408094788E0;-7.634124756E-2;6.468199310E0;9.834800389E0
2.580199208E0;7.419620819E0;-7.095245361E-2;6.472540283E0;9.846298039E0
2.590275208E0;7.397766266E0;-8.936416626E-2;6.459667053E0;9.821518728E0
2.600351208E0;7.390431519E0;-9.909393311E-2;6.452481995E0;9.811361859E0
2.610426208E0;7.420518951E0;-7.873626709E-2;6.458469543E0;9.837790898E0
2.620502208E0;7.406897278E0;-7.379653931E-2;6.461313629E0;9.829351302E0
2.630578208E0;7.401358795E0;-6.840774536E-2;6.466253357E0;9.828388683E0
2.640654208E0;7.424859924E0;-7.244934082E-2;6.471043396E0;9.849273904E0
2.650730208E0;7.410190430E0;-7.035369873E-2;6.465804291E0;9.834759630E0
2.660806208E0;7.401059418E0;-8.666976929E-2;6.452332306E0;9.819153952E0
2.670882208E0;7.402406616E0;-8.262817383E-2;6.471941528E0;9.833029964E0
2.680958208E0;7.395820313E0;-7.813751221E-2;6.463558960E0;9.822517905E0
2.691034208E0;7.399562531E0;-7.439529419E-2;6.455176392E0;9.819794425E0
2.701110208E0;7.418722687E0;-7.095245361E-2;6.478078766E0;9.849263173E0
2.711186208E0;7.410938873E0;-6.631210327E-2;6.463109894E0;9.833524382E0
2.721262208E0;7.402705994E0;-7.364685059E-2;6.448290710E0;9.817633777E0
2.731338208E0;7.418123932E0;-7.349716187E-2;6.478827209E0;9.849323150E0
2.741414208E0;7.408394165E0;-8.337661743E-2;6.477629700E0;9.841287634E0
2.751490208E0;7.395221558E0;-8.008346558E-2;6.458020477E0;9.818438966E0
2.761566208E0;7.398215332E0;-7.125183105E-2;6.471642151E0;9.829588956E0
2.771642208E0;7.412286072E0;-8.442443848E-2;6.465355225E0;9.836154252E0
2.781718208E0;7.412884827E0;-7.140151978E-2;6.456373901E0;9.830601385E0
2.791794208E0;7.411238251E0;-6.780899048E-2;6.456074524E0;9.829137741E0
2.801870208E0;7.417225800E0;-7.499404907E-2;6.468798065E0;9.842063355E0
2.811945208E0;7.404352570E0;-7.843688965E-2;6.464157715E0;9.829339972E0
2.822021208E0;7.397317200E0;-8.038284302E-2;6.464606781E0;9.824352599E0
2.832097208E0;7.408394165E0;-8.068222046E-2;6.474336548E0;9.839097899E0
2.842173208E0;7.416177979E0;-7.679031372E-2;6.469546509E0;9.841779544E0
2.852249208E0;7.402256927E0;-6.706054688E-2;6.442901917E0;9.813709281E0
2.862325208E0;7.412585449E0;-7.619155884E-2;6.474186859E0;9.842119877E0
2.872401208E0;7.416926422E0;-7.125183105E-2;6.475084991E0;9.845943328E0
2.882477208E0;7.397616577E0;-8.831634521E-2;6.454128571E0;9.817754652E0
2.892553208E0;7.412286072E0;-8.756790161E-2;6.463858337E0;9.835197891E0
2.902629208E0;7.414980469E0;-8.322692871E-2;6.465355225E0;9.838174640E0
2.912705208E0;7.398664398E0;-9.041198730E-2;6.456822968E0;9.820334619E0
2.922781208E0;7.406148834E0;-6.706054688E-2;6.467600555E0;9.832873162E0
2.932857208E0;7.421267395E0;-6.810836792E-2;6.471492462E0;9.846830109E0
2.942933208E0;7.397616577E0;-6.780899048E-2;6.449188843E0;9.814344900E0
2.953009208E0;7.428901520E0;-7.409591675E-2;6.466253357E0;9.849187808E0
2.963085208E0;7.406448212E0;-7.559280396E-2;6.455026703E0;9.824894866E0
2.973161208E0;7.392676849E0;-9.116043091E-2;6.461163940E0;9.818687320E0
2.983237208E0;7.410938873E0;-8.577163696E-2;6.463708649E0;9.834068398E0
2.993313208E0;7.397915955E0;-8.681945801E-2;6.467450867E0;9.826729812E0
3.003389208E0;7.406747589E0;-7.843688965E-2;6.460714874E0;9.828880856E0
3.013465208E0;7.414381714E0;-6.376739502E-2;6.463109894E0;9.836102479E0
3.023540208E0;7.405849457E0;-7.454498291E-2;6.457122345E0;9.825812542E0
3.033616208E0;7.396269379E0;-7.349716187E-2;6.457272034E0;9.818684467E0
3.043692208E0;7.418273621E0;-8.307723999E-2;6.465804291E0;9.840950689E0
3.053768208E0;7.400760040E0;-7.229965210E-2;6.469396820E0;9.830034162E0
3.063844208E0;7.397915955E0;-6.616241455E-2;6.458170166E0;9.820463321E0
3.073920208E0;7.417674866E0;-7.259902954E-2;6.464906158E0;9.839826354E0
3.083996208E0;7.422913971E0;-7.095245361E-2;6.475983124E0;9.851042762E0
3.094072208E0;7.402406616E0;-6.855743408E-2;6.463708649E0;9.827504939E0
3.104148208E0;7.400610352E0;-7.664062500E-2;6.469696198E0;9.830151385E0
3.114224208E0;7.393425293E0;-7.559280396E-2;6.469546509E0;9.824636577E0
3.124300208E0;7.408693542E0;-8.517288208E-2;6.467450867E0;9.834831729E0
3.134376208E0;7.420818329E0;-6.915618896E-2;6.463558960E0;9.841286586E0
3.144452208E0;7.410340118E0;-8.053253174E-2;6.473438416E0;9.839971091E0
3.154528208E0;7.420818329E0;-8.382568359E-2;6.465504913E0;9.842678761E0
3.164604208E0;7.413034515E0;-7.035369873E-2;6.460864563E0;9.833656556E0
3.174680208E0;7.402705994E0;-7.200027466E-2;6.454577637E0;9.821752010E0
3.184756208E0;7.414830780E0;-7.469467163E-2;6.475084991E0;9.844390303E0
3.194832208E0;7.408244476E0;-7.873626709E-2;6.460714874E0;9.830011308E0
3.204908208E0;7.397317200E0;-7.694000244E-2;6.466103668E0;9.825310080E0
3.214984208E0;7.419471130E0;-7.304809570E-2;6.475833435E0;9.848365680E0
3.225059208E0;7.395520935E0;-8.187973022E-2;6.451733551E0;9.814545328E0
3.235135208E0;7.408693542E0;-7.244934082E-2;6.465654602E0;9.833548614E0
