"Time (s)";"Acceleration x (m/s^2)";"Acceleration y (m/s^2)";"Acceleration z (m/s^2)";"Absolute acceleration (m/s^2)"
2.742276000E0;5.176235962E-1;1.195863190E0;9.766440582E0;9.852988613E0
2.752241000E0;5.307962036E-1;1.178349609E0;9.780361633E0;9.865380180E0
2.762207000E0;5.198689270E-1;1.166823578E0;9.781559143E0;9.864615564E0
2.772172000E0;5.272036743E-1;1.185534668E0;9.768087158E0;9.853880601E0
2.782138000E0;5.432203674E-1;1.193468170E0;9.761051788E0;9.848735282E0
2.792103000E0;5.360353088E-1;1.187929688E0;9.739646301E0;9.826455153E0
2.802068000E0;5.258564758E-1;1.174607391E0;9.756860504E0;9.841369542E0
2.812034000E0;5.310955811E-1;1.180894318E0;9.787995758E0;9.873268702E0
2.821999000E0;5.343887329E-1;1.182540894E0;9.771529999E0;9.857320772E0
2.831964000E0;5.316943359E-1;1.185235291E0;9.742939453E0;9.829158191E0
2.841930000E0;5.489085388E-1;1.201850739E0;9.752070465E0;9.841169856E0
2.851895000E0;5.451663208E-1;1.199605408E0;9.760602722E0;9.849143361E0
2.861860000E0;5.502557373E-1;1.164578247E0;9.774972839E0;9.859468438E0
2.871825000E0;5.231620789E-1;1.186133423E0;9.779164124E0;9.864718040E0
2.881791000E0;5.179229736E-1;1.178499298E0;9.756710815E0;9.841265708E0
2.891756000E0;4.951702881E-1;1.188229065E0;9.727521515E0;9.812326775E0
2.901722000E0;4.863386536E-1;1.183439026E0;9.727820892E0;9.811602954E0
2.911687000E0;4.983137512E-1;1.189725952E0;9.736802216E0;9.821867532E0
2.921652000E0;4.933740234E-1;1.191522217E0;9.755064240E0;9.839940113E0
2.931618000E0;5.010081482E-1;1.185235291E0;9.733359375E0;9.818048512E0
2.941583000E0;5.191204834E-1;1.177152100E0;9.760153656E0;9.844580871E0
2.951548000E0;5.435197449E-1;1.182690582E0;9.781559143E0;9.867779385E0
2.961514000E0;5.480104065E-1;1.185085602E0;9.788744202E0;9.875437020E0
2.971479000E0;5.628295898E-1;1.188079376E0;9.771979065E0;9.860014432E0
2.981444000E0;5.316943359E-1;1.207239532E0;9.753417664E0;9.842219378E0
2.991409000E0;5.041516113E-1;1.178349609E0;9.754914551E0;9.838751676E0
3.001375000E0;4.845423889E-1;1.177152100E0;9.732910309E0;9.815804168E0
3.011340000E0;4.842430115E-1;1.185534668E0;9.716743927E0;9.800770188E0
3.021306000E0;4.635859680E-1;1.176253967E0;9.700577545E0;9.782621840E0
3.031271000E0;4.486170959E-1;1.177750854E0;9.707612915E0;9.789080799E0
3.041236000E0;4.593946838E-1;1.177750854E0;9.739047546E0;9.820752907E0
3.051202000E0;4.549040222E-1;1.179098053E0;9.765392761E0;9.846832266E0
3.061167000E0;4.808001709E-1;1.202449493E0;9.783954163E0;9.869286329E0
3.071132000E0;5.098397827E-1;1.204245758E0;9.780511322E0;9.867550161E0
3.081098000E0;5.141807556E-1;1.185534668E0;9.757159882E0;9.842359638E0
3.091063000E0;5.516029358E-1;1.183888092E0;9.769733734E0;9.856650245E0
3.101028000E0;5.619314575E-1;1.197659454E0;9.787097626E0;9.876104245E0
3.110994000E0;5.294490051E-1;1.211281128E0;9.788295135E0;9.877157480E0
3.120959000E0;5.486091614E-1;1.175355835E0;9.760153656E0;9.845965303E0
3.130924000E0;5.248086548E-1;1.177451477E0;9.754764862E0;9.839575886E0
3.140890000E0;5.198689270E-1;1.161883850E0;9.745783539E0;9.828557095E0
3.150855000E0;5.215155029E-1;1.180744629E0;9.716594238E0;9.801955922E0
3.160820000E0;5.273533630E-1;1.187630310E0;9.717043304E0;9.803545170E0
3.170786000E0;5.420228577E-1;1.194515991E0;9.744436340E0;9.832329166E0
3.180751000E0;5.295986938E-1;1.181792450E0;9.775721283E0;9.861127460E0
3.190716000E0;5.456153870E-1;1.180145874E0;9.790690155E0;9.876641846E0
3.200682000E0;5.468128967E-1;1.191671906E0;9.792785797E0;9.880169024E0
3.210647000E0;5.309458923E-1;1.204096069E0;9.769584045E0;9.857815341E0
3.220612000E0;5.161267090E-1;1.199755096E0;9.729766846E0;9.817034274E0
3.230578000E0;5.128335571E-1;1.176852722E0;9.723928986E0;9.808301357E0
3.240543000E0;5.114863586E-1;1.185534668E0;9.730964355E0;9.816250712E0
3.250508000E0;4.828958130E-1;1.185534668E0;9.738598480E0;9.822371464E0
3.260474000E0;4.846920776E-1;1.190624084E0;9.756411438E0;9.840735555E0
3.270439000E0;4.760101318E-1;1.185834045E0;9.746382294E0;9.829789206E0
3.280404000E0;4.869374084E-1;1.178798676E0;9.733658752E0;9.816862384E0
